Evento;Sitio;Fecha;Ronda;Blancas;Negras;Resultado;ELO Blancas;ELO Negras;Apertura;Movimientos;Lista_movimientos;Número de movimientos;Apertura_10_movimientos
Rated rapid game;https://lichess.org/bUKyfByb;2024.06.30;?;divyanshu9r;Salvaje_Unitario;1-0;1239;1262;;d4 Nf6 Bg5 d6 Bxf6 exf6 Nf3 Nc6 Nc3 Be7 e3 Bg4 h3 Bh5 Be2 O-O Qd2 Re8 O-O-O a5 g4 Bg6 h4 h6 h5 Bh7 Nh4 a4 a3 d5 f4 f5 g5 hxg5 fxg5 Bxg5 Nf3 Bf6 h6 g6 Nb5 Na7 Nxa7 Rxa7 Qb4 Be7 Qc3 Qc8 Ne5 c6 Rdg1 Qe6 e4 fxe4 Bg4 f5 Bh5 b5 Nxg6 e3 Nxe7+ Kh8 Ng6+ Bxg6 Rxg6 Qe7 Rxc6 Raa8 Bxe8 Qxe8 h7 e2 Rg6 Qxg6 Qe3 Re8 Qf2 Qg5+ Kb1 Qd2 Ka2 f4 Qh4 Qxc2 Qf6#;['d4', 'Nf6', 'Bg5', 'd6', 'Bxf6', 'exf6', 'Nf3', 'Nc6', 'Nc3', 'Be7', 'e3', 'Bg4', 'h3', 'Bh5', 'Be2', 'O-O', 'Qd2', 'Re8', 'O-O-O', 'a5', 'g4', 'Bg6', 'h4', 'h6', 'h5', 'Bh7', 'Nh4', 'a4', 'a3', 'd5', 'f4', 'f5', 'g5', 'hxg5', 'fxg5', 'Bxg5', 'Nf3', 'Bf6', 'h6', 'g6', 'Nb5', 'Na7', 'Nxa7', 'Rxa7', 'Qb4', 'Be7', 'Qc3', 'Qc8', 'Ne5', 'c6', 'Rdg1', 'Qe6', 'e4', 'fxe4', 'Bg4', 'f5', 'Bh5', 'b5', 'Nxg6', 'e3', 'Nxe7+', 'Kh8', 'Ng6+', 'Bxg6', 'Rxg6', 'Qe7', 'Rxc6', 'Raa8', 'Bxe8', 'Qxe8', 'h7', 'e2', 'Rg6', 'Qxg6', 'Qe3', 'Re8', 'Qf2', 'Qg5+', 'Kb1', 'Qd2', 'Ka2', 'f4', 'Qh4', 'Qxc2', 'Qf6#'];85;d4 Nf6 Bg5 d6 Bxf6 exf6 Nf3 Nc6 Nc3 Be7
Rated rapid game;https://lichess.org/cPV6Aavf;2024.06.30;?;Salvaje_Unitario;BehradKhayati;1-0;1256;1227;;e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 d5 exd5 Nxd5 Nxd5 Bf5 Ne3 Be6 Bxe6 fxe6 d3 Qd6 a3 Qd8 O-O Bd6 Bd2 Qf6 Nc4 O-O-O Nxd6+ Rxd6 Ng5 h6 Ne4 Qd8 Nxd6+ Qxd6 Qg4 b6 Qxg7 Rf8 Bxh6 Rd8 Rad1 Rd7 Qg8+ Rd8 Qg4 Nd4 Bg5 Rg8 Be7 Rxg4 Bxd6 cxd6 h3 Rg7 c3 Ne2+ Kh2;['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bc4', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Bf5', 'Ne3', 'Be6', 'Bxe6', 'fxe6', 'd3', 'Qd6', 'a3', 'Qd8', 'O-O', 'Bd6', 'Bd2', 'Qf6', 'Nc4', 'O-O-O', 'Nxd6+', 'Rxd6', 'Ng5', 'h6', 'Ne4', 'Qd8', 'Nxd6+', 'Qxd6', 'Qg4', 'b6', 'Qxg7', 'Rf8', 'Bxh6', 'Rd8', 'Rad1', 'Rd7', 'Qg8+', 'Rd8', 'Qg4', 'Nd4', 'Bg5', 'Rg8', 'Be7', 'Rxg4', 'Bxd6', 'cxd6', 'h3', 'Rg7', 'c3', 'Ne2+', 'Kh2'];57;e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 d5 exd5 Nxd5
Rated rapid game;https://lichess.org/KM78Ztn8;2024.06.30;?;karkym;Salvaje_Unitario;0-1;1179;1252;;e4 e5 d3 Nc6 Nc3 Nf6 Nf3 Bb4 Bd2 O-O Be2 d6 O-O Ng4 a3 Ba5 h3 Nf6 Nh4 Nd4 Bg5 h6 Bxf6 Qxf6 Nf3 Nxe2+ Qxe2 Qg6 Nh4 Qg5 Qf3 f5 exf5 Bxf5 Nxf5 Rxf5 Ne4 Qg6 Qe2 Raf8 f3 b6 g4 Rf4 Qe1 Bxe1 Rfxe1 d5 Ng3 Rxf3 Kg2 e4 dxe4 dxe4 Rf1 Rxf1 Rxf1 Rxf1 Nxf1 Qc6 Kg3 Qxc2 Kf4 g5+ Kf5 Qf2+ Kxe4 Qxf1;['e4', 'e5', 'd3', 'Nc6', 'Nc3', 'Nf6', 'Nf3', 'Bb4', 'Bd2', 'O-O', 'Be2', 'd6', 'O-O', 'Ng4', 'a3', 'Ba5', 'h3', 'Nf6', 'Nh4', 'Nd4', 'Bg5', 'h6', 'Bxf6', 'Qxf6', 'Nf3', 'Nxe2+', 'Qxe2', 'Qg6', 'Nh4', 'Qg5', 'Qf3', 'f5', 'exf5', 'Bxf5', 'Nxf5', 'Rxf5', 'Ne4', 'Qg6', 'Qe2', 'Raf8', 'f3', 'b6', 'g4', 'Rf4', 'Qe1', 'Bxe1', 'Rfxe1', 'd5', 'Ng3', 'Rxf3', 'Kg2', 'e4', 'dxe4', 'dxe4', 'Rf1', 'Rxf1', 'Rxf1', 'Rxf1', 'Nxf1', 'Qc6', 'Kg3', 'Qxc2', 'Kf4', 'g5+', 'Kf5', 'Qf2+', 'Kxe4', 'Qxf1'];68;e4 e5 d3 Nc6 Nc3 Nf6 Nf3 Bb4 Bd2 O-O
Rated rapid game;https://lichess.org/7jYryxjY;2024.06.30;?;Salvaje_Unitario;Janialfa;0-1;1258;1235;;e4 e5 Nf3 d6 Bc4 Qf6 Ke2 Nc6 Re1 Bg4 h3 Nd4+ Kf1 Bh5 c3 Nxf3 gxf3 Bxf3 Be2 Bxe4 Bb5+ c6 Rxe4 cxb5 Rb4 a6 c4 Qf4 d4 Qxd4 Qxd4 exd4 cxb5 a5 Rxd4 b6 Rxd6 Bxd6;['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Qf6', 'Ke2', 'Nc6', 'Re1', 'Bg4', 'h3', 'Nd4+', 'Kf1', 'Bh5', 'c3', 'Nxf3', 'gxf3', 'Bxf3', 'Be2', 'Bxe4', 'Bb5+', 'c6', 'Rxe4', 'cxb5', 'Rb4', 'a6', 'c4', 'Qf4', 'd4', 'Qxd4', 'Qxd4', 'exd4', 'cxb5', 'a5', 'Rxd4', 'b6', 'Rxd6', 'Bxd6'];38;e4 e5 Nf3 d6 Bc4 Qf6 Ke2 Nc6 Re1 Bg4
Rated rapid game;https://lichess.org/f0iDWVO7;2024.06.29;?;sudive;Salvaje_Unitario;1-0;1263;1264;;Nf3 Nc6 c4 e5 e4 Nf6 Nc3 Bb4 Qb3 O-O Nxe5 a5 Nxc6 dxc6 a3 Bc5 d3 Qxd3;['Nf3', 'Nc6', 'c4', 'e5', 'e4', 'Nf6', 'Nc3', 'Bb4', 'Qb3', 'O-O', 'Nxe5', 'a5', 'Nxc6', 'dxc6', 'a3', 'Bc5', 'd3', 'Qxd3'];18;Nf3 Nc6 c4 e5 e4 Nf6 Nc3 Bb4 Qb3 O-O
Rated rapid game;https://lichess.org/GUyJnbZ5;2024.06.29;?;Salvaje_Unitario;Kumakain69;0-1;1268;1343;;e4 e6 Nf3 d5 e5 c5 d4 Qb6 Be2 Bd7 O-O Nc6 c3 cxd4 cxd4 Bb4 Na3 Bxa3 bxa3 Na5 Bd2 Qb2 Ng5 Qxa3 Bh5 g6 Qf3 Qe7 Bxa5 Qxg5 Bg4 Ne7;['e4', 'e6', 'Nf3', 'd5', 'e5', 'c5', 'd4', 'Qb6', 'Be2', 'Bd7', 'O-O', 'Nc6', 'c3', 'cxd4', 'cxd4', 'Bb4', 'Na3', 'Bxa3', 'bxa3', 'Na5', 'Bd2', 'Qb2', 'Ng5', 'Qxa3', 'Bh5', 'g6', 'Qf3', 'Qe7', 'Bxa5', 'Qxg5', 'Bg4', 'Ne7'];32;e4 e6 Nf3 d5 e5 c5 d4 Qb6 Be2 Bd7
Rated rapid game;https://lichess.org/ZnD0ZdUL;2024.06.29;?;Salvaje_Unitario;kumano04;1-0;1262;1274;;e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 O-O d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nxd7 Re1+ Be7 Nc3 c6 Bf4 O-O Qg4 Nf6 Qg3 Bb4 Bxh6 g6 Bxf8 Qxf8 a3 Bxc3 Qxc3 Rb8 Qxf6 c5 Rad1 d4 c3 dxc3 Qxc3 c4 Qxc4 Rxb2 Qd4 Qxa3 Re8+ Kh7 Rd3 Qxd3 Qxd3 Rb1+ Qxb1;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'h6', 'd4', 'exd4', 'Nxd4', 'Nf6', 'Nxc6', 'bxc6', 'O-O', 'd5', 'exd5', 'cxd5', 'Bb5+', 'Bd7', 'Bxd7+', 'Nxd7', 'Re1+', 'Be7', 'Nc3', 'c6', 'Bf4', 'O-O', 'Qg4', 'Nf6', 'Qg3', 'Bb4', 'Bxh6', 'g6', 'Bxf8', 'Qxf8', 'a3', 'Bxc3', 'Qxc3', 'Rb8', 'Qxf6', 'c5', 'Rad1', 'd4', 'c3', 'dxc3', 'Qxc3', 'c4', 'Qxc4', 'Rxb2', 'Qd4', 'Qxa3', 'Re8+', 'Kh7', 'Rd3', 'Qxd3', 'Qxd3', 'Rb1+', 'Qxb1'];57;e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nf6
Rated rapid game;https://lichess.org/BYzxE76Y;2024.06.29;?;Coscoreto;Salvaje_Unitario;0-1;1293;1256;;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 d6 h3 Na5 c3 Nxc4 Qa4+ Bd7 Qxc4 Be7 Bg5 h6 Bxf6 Bxf6 O-O O-O b4 c6 a4 Be6;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'd6', 'h3', 'Na5', 'c3', 'Nxc4', 'Qa4+', 'Bd7', 'Qxc4', 'Be7', 'Bg5', 'h6', 'Bxf6', 'Bxf6', 'O-O', 'O-O', 'b4', 'c6', 'a4', 'Be6'];26;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 d6 h3 Na5
Rated rapid game;https://lichess.org/rS07Mcu4;2024.06.29;?;Anvi-Desai_20;Salvaje_Unitario;0-1;1247;1252;;d4 Nf6 e3 d5 Bd3 e6 f4 Be7 Nf3 Ne4 O-O e5 Nxe5 Bh4 Qh5 O-O Nd2 g6 Qh6 Bf5 Nxe4 dxe4 Bc4 Nd7 g4 Nxe5 fxe5 Bxg4 Rf4 Bg5;['d4', 'Nf6', 'e3', 'd5', 'Bd3', 'e6', 'f4', 'Be7', 'Nf3', 'Ne4', 'O-O', 'e5', 'Nxe5', 'Bh4', 'Qh5', 'O-O', 'Nd2', 'g6', 'Qh6', 'Bf5', 'Nxe4', 'dxe4', 'Bc4', 'Nd7', 'g4', 'Nxe5', 'fxe5', 'Bxg4', 'Rf4', 'Bg5'];30;d4 Nf6 e3 d5 Bd3 e6 f4 Be7 Nf3 Ne4
Rated rapid game;https://lichess.org/3fPgzPkx;2024.06.29;?;Salvaje_Unitario;WelaBird;1-0;1246;1269;;e4 e5 Nf3 Bc5 Nxe5 Qe7 d4 d6 dxc5 Qxe5 Qd5 Qxd5 exd5 dxc5 Be3 b6 Nc3 Ne7 O-O-O O-O Bc4 Bb7 d6 cxd6 Rxd6 Bxg2 Rg1 Nc8 Rd2 Bf3 Bh6 Re8 Rxg7+ Kh8 Rxf7 Ne7 Rxf3;['e4', 'e5', 'Nf3', 'Bc5', 'Nxe5', 'Qe7', 'd4', 'd6', 'dxc5', 'Qxe5', 'Qd5', 'Qxd5', 'exd5', 'dxc5', 'Be3', 'b6', 'Nc3', 'Ne7', 'O-O-O', 'O-O', 'Bc4', 'Bb7', 'd6', 'cxd6', 'Rxd6', 'Bxg2', 'Rg1', 'Nc8', 'Rd2', 'Bf3', 'Bh6', 'Re8', 'Rxg7+', 'Kh8', 'Rxf7', 'Ne7', 'Rxf3'];37;e4 e5 Nf3 Bc5 Nxe5 Qe7 d4 d6 dxc5 Qxe5
Rated rapid game;https://lichess.org/xJz3DDYc;2024.06.29;?;Ukamzy;Salvaje_Unitario;1-0;1170;1253;;e4 e5 d4 exd4 Nf3 c5 Ng5 Nh6 c3 d5 cxd4 dxe4 Nxe4 Qe7 Bd3 Nf5 O-O cxd4 Re1 Qc7 Qa4+ Nc6 Nd6+ Kd8 Bg5+ f6 Re8+ Kd7 Bxf5+ Kxd6 Qa3+ Kd5 Qf3+ Kc5 Bf4 Qa5 b4+ Qxb4 Bd2 Qb6 Na3 Qb2 Rc1+ Qxc1+ Bxc1 g6 Bxc8 Rxc8 Rxc8 Kb6 Nc4+ Kb5 Qxf6 Rg8 Rxf8 Rxf8 Qxf8 d3;['e4', 'e5', 'd4', 'exd4', 'Nf3', 'c5', 'Ng5', 'Nh6', 'c3', 'd5', 'cxd4', 'dxe4', 'Nxe4', 'Qe7', 'Bd3', 'Nf5', 'O-O', 'cxd4', 'Re1', 'Qc7', 'Qa4+', 'Nc6', 'Nd6+', 'Kd8', 'Bg5+', 'f6', 'Re8+', 'Kd7', 'Bxf5+', 'Kxd6', 'Qa3+', 'Kd5', 'Qf3+', 'Kc5', 'Bf4', 'Qa5', 'b4+', 'Qxb4', 'Bd2', 'Qb6', 'Na3', 'Qb2', 'Rc1+', 'Qxc1+', 'Bxc1', 'g6', 'Bxc8', 'Rxc8', 'Rxc8', 'Kb6', 'Nc4+', 'Kb5', 'Qxf6', 'Rg8', 'Rxf8', 'Rxf8', 'Qxf8', 'd3'];58;e4 e5 d4 exd4 Nf3 c5 Ng5 Nh6 c3 d5
Rated rapid game;https://lichess.org/khot4uzP;2024.06.29;?;Salvaje_Unitario;serif88;1-0;1248;1151;;e4 d5 e5 e6 d4 Nc6 Nf3 f6 Nh4 f5 Qh5+ g6 Nxg6 Bb4+ c3 Nxd4 Nxh8+ Kd7 Qf7+ Ne7 Qxh7 Nc2+ Kd2 Nxa1 cxb4 b5 Bxb5+ c6 Ba4 Ba6 Nc3 Qb6 Rf1 Qd4+ Ke1 Qxe5+ Be3 Bxf1 Kxf1 d4 Ng6 Qd6 Bf4 e5 Bxe5 Qxg6 Qxg6 Nxg6 Bf6 Re8 Bxd4 Nc2 Bxc2 Nf4 Bxf5+ Kd6 g3 Nh3 Bxh3 Rh8 Kg2 c5 bxc5+ Kc6 b4 a5 bxa5;['e4', 'd5', 'e5', 'e6', 'd4', 'Nc6', 'Nf3', 'f6', 'Nh4', 'f5', 'Qh5+', 'g6', 'Nxg6', 'Bb4+', 'c3', 'Nxd4', 'Nxh8+', 'Kd7', 'Qf7+', 'Ne7', 'Qxh7', 'Nc2+', 'Kd2', 'Nxa1', 'cxb4', 'b5', 'Bxb5+', 'c6', 'Ba4', 'Ba6', 'Nc3', 'Qb6', 'Rf1', 'Qd4+', 'Ke1', 'Qxe5+', 'Be3', 'Bxf1', 'Kxf1', 'd4', 'Ng6', 'Qd6', 'Bf4', 'e5', 'Bxe5', 'Qxg6', 'Qxg6', 'Nxg6', 'Bf6', 'Re8', 'Bxd4', 'Nc2', 'Bxc2', 'Nf4', 'Bxf5+', 'Kd6', 'g3', 'Nh3', 'Bxh3', 'Rh8', 'Kg2', 'c5', 'bxc5+', 'Kc6', 'b4', 'a5', 'bxa5'];67;e4 d5 e5 e6 d4 Nc6 Nf3 f6 Nh4 f5
Rated rapid game;https://lichess.org/JKMijgcK;2024.06.29;?;MOHAMED-BR;Salvaje_Unitario;0-1;1243;1243;;e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 Ng5 O-O Qf3 Nd4 Qg3 Nxc2+ Kf1 Nxa1 d3 Nc2 Nf3 d6 Bh6 Nh5 Ng5 Nxg3+;['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bc4', 'Bc5', 'Ng5', 'O-O', 'Qf3', 'Nd4', 'Qg3', 'Nxc2+', 'Kf1', 'Nxa1', 'd3', 'Nc2', 'Nf3', 'd6', 'Bh6', 'Nh5', 'Ng5', 'Nxg3+'];24;e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 Ng5 O-O
Rated rapid game;https://lichess.org/O3OQKKiG;2024.06.28;?;Salvaje_Unitario;Zikatela;0-1;1249;1191;;e4 c6 Nf3 d5 exd5 cxd5 d4 Bf5 Nh4 Be4 Nc3 e6 Nf3 Bb4 Bd2 Bxc3 Bxc3 Nf6 Ne5 O-O f3 Bg6 Nxg6 fxg6 Qe2 Qd6 O-O-O Na6 a3 Rfe8 h4 Qf4+ Bd2 Qxd4 c3 Qb6 g4 d4 g5 Nd5 h5 dxc3 h6 cxd2+ Rxd2 Qc6+ Rc2 Qd6 Qd2 gxh6 gxh6 Nc5 Qd4 Qf4+ Qxf4 Nxf4 Rxc5 Rac8 Rxc8 Rxc8+ Kb1 a6 Rh4 Nd5 Bh3 Re8 Re4 Nc7 Rc4 Nd5 Re4 Kf7 f4 Kf6 f5 gxf5 Re1 Nf4 Bf1 Kg6 Bc4 e5 Rd1 Kxh6 Rh1+ Kg6 Rd1 b5 Rd6+ Kg5 Bf1 Re6 Rd8 h5 Rg8+ Kf6 Rc8 Rd6 Rf8+ Kg5 Rg8+ Kh4 Rg1 e4 Rh1+ Kg5 Rg1+ Kf6 Rg8 e3 Re8 Rd1+;['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'd4', 'Bf5', 'Nh4', 'Be4', 'Nc3', 'e6', 'Nf3', 'Bb4', 'Bd2', 'Bxc3', 'Bxc3', 'Nf6', 'Ne5', 'O-O', 'f3', 'Bg6', 'Nxg6', 'fxg6', 'Qe2', 'Qd6', 'O-O-O', 'Na6', 'a3', 'Rfe8', 'h4', 'Qf4+', 'Bd2', 'Qxd4', 'c3', 'Qb6', 'g4', 'd4', 'g5', 'Nd5', 'h5', 'dxc3', 'h6', 'cxd2+', 'Rxd2', 'Qc6+', 'Rc2', 'Qd6', 'Qd2', 'gxh6', 'gxh6', 'Nc5', 'Qd4', 'Qf4+', 'Qxf4', 'Nxf4', 'Rxc5', 'Rac8', 'Rxc8', 'Rxc8+', 'Kb1', 'a6', 'Rh4', 'Nd5', 'Bh3', 'Re8', 'Re4', 'Nc7', 'Rc4', 'Nd5', 'Re4', 'Kf7', 'f4', 'Kf6', 'f5', 'gxf5', 'Re1', 'Nf4', 'Bf1', 'Kg6', 'Bc4', 'e5', 'Rd1', 'Kxh6', 'Rh1+', 'Kg6', 'Rd1', 'b5', 'Rd6+', 'Kg5', 'Bf1', 'Re6', 'Rd8', 'h5', 'Rg8+', 'Kf6', 'Rc8', 'Rd6', 'Rf8+', 'Kg5', 'Rg8+', 'Kh4', 'Rg1', 'e4', 'Rh1+', 'Kg5', 'Rg1+', 'Kf6', 'Rg8', 'e3', 'Re8', 'Rd1+'];112;e4 c6 Nf3 d5 exd5 cxd5 d4 Bf5 Nh4 Be4
Rated rapid game;https://lichess.org/BJeZR7I2;2024.06.28;?;Salvaje_Unitario;Biswas11;1-0;1242;1331;;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 f6 Nh4 Qe7 Qh5+ g6 Nxg6 Qg7 Nxh8+ Ke7 Qf7+ Qxf7 Bxf7 Nd4 O-O Nxc2 Bxg8 d5 Bxd5 Be6 Bxb7 Rxh8 Nc3 Nxa1 Bh6 Nc2 a3 Nd4 Bd5 Bxd5 Nxd5+ Ke6 Nxc7+ Kd6 Na6 Rg8 Be3 Ne2+ Kh1 Bxe3 fxe3 Rc8 Rxf6+ Ke7 Rf1 Rc2 b4 Nc3 Nc7 Re2 h3 Rxe3 Nd5+ Nxd5 exd5 Rxd3 g4 Rxd5 h4 e4 Rf4 Rd1+ Kg2 Rd2+ Kf1 Rd4 b5 Ke6 h5 Ke5 Rf5+ Ke6 Rc5 e3 Rc6+ Ke5 Ra6 Kf4 Rxa7 Kf3 Rf7+ Kg3 b6 Rd1+ Ke2 Rb1 b7 Rb2+ Kxe3 Rb3+ Kd2 Rb2+ Kc3 Re2 b8=Q+ Kxg4 Qf4+ Kh3 Qf3+;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'd3', 'f6', 'Nh4', 'Qe7', 'Qh5+', 'g6', 'Nxg6', 'Qg7', 'Nxh8+', 'Ke7', 'Qf7+', 'Qxf7', 'Bxf7', 'Nd4', 'O-O', 'Nxc2', 'Bxg8', 'd5', 'Bxd5', 'Be6', 'Bxb7', 'Rxh8', 'Nc3', 'Nxa1', 'Bh6', 'Nc2', 'a3', 'Nd4', 'Bd5', 'Bxd5', 'Nxd5+', 'Ke6', 'Nxc7+', 'Kd6', 'Na6', 'Rg8', 'Be3', 'Ne2+', 'Kh1', 'Bxe3', 'fxe3', 'Rc8', 'Rxf6+', 'Ke7', 'Rf1', 'Rc2', 'b4', 'Nc3', 'Nc7', 'Re2', 'h3', 'Rxe3', 'Nd5+', 'Nxd5', 'exd5', 'Rxd3', 'g4', 'Rxd5', 'h4', 'e4', 'Rf4', 'Rd1+', 'Kg2', 'Rd2+', 'Kf1', 'Rd4', 'b5', 'Ke6', 'h5', 'Ke5', 'Rf5+', 'Ke6', 'Rc5', 'e3', 'Rc6+', 'Ke5', 'Ra6', 'Kf4', 'Rxa7', 'Kf3', 'Rf7+', 'Kg3', 'b6', 'Rd1+', 'Ke2', 'Rb1', 'b7', 'Rb2+', 'Kxe3', 'Rb3+', 'Kd2', 'Rb2+', 'Kc3', 'Re2', 'b8=Q+', 'Kxg4', 'Qf4+', 'Kh3', 'Qf3+'];105;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 f6 Nh4 Qe7
Rated rapid game;https://lichess.org/RmwUi0GQ;2024.06.28;?;dimon123h;Salvaje_Unitario;1-0;1356;1246;;e4 e5 Nf3 Nc6 Bb5 Nf6 d3 a6 Ba4 b5 Bb3 Bc5 Bg5 h6 Bh4 g5 Bg3 Ng4 h3 Nd4 Nxd4 Bxd4 hxg4 Bxb2 Na3 Bxa3 Bxe5 f6 Qf3 fxe5 Qf7#;['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'd3', 'a6', 'Ba4', 'b5', 'Bb3', 'Bc5', 'Bg5', 'h6', 'Bh4', 'g5', 'Bg3', 'Ng4', 'h3', 'Nd4', 'Nxd4', 'Bxd4', 'hxg4', 'Bxb2', 'Na3', 'Bxa3', 'Bxe5', 'f6', 'Qf3', 'fxe5', 'Qf7#'];31;e4 e5 Nf3 Nc6 Bb5 Nf6 d3 a6 Ba4 b5
Rated rapid game;https://lichess.org/gQRdBp0f;2024.06.28;?;elias3010;Salvaje_Unitario;0-1;1213;1241;;e4 e5 Bc4 Nf6 Nc3 Nc6 d3 d5 exd5 Nb4 Bg5 Be7 a3 h6 Bxf6 Bxf6 axb4 e4 dxe4 O-O h3 Re8 f3 Bh4+ Kf1 c6 dxc6 Qb6 Qd2 Qxb4 Bb5 bxc6 Ra4 Qxb2 Bxc6 Re5 Bxa8 Qb6 Bd5 Ba6+ Nge2 Qf2#;['e4', 'e5', 'Bc4', 'Nf6', 'Nc3', 'Nc6', 'd3', 'd5', 'exd5', 'Nb4', 'Bg5', 'Be7', 'a3', 'h6', 'Bxf6', 'Bxf6', 'axb4', 'e4', 'dxe4', 'O-O', 'h3', 'Re8', 'f3', 'Bh4+', 'Kf1', 'c6', 'dxc6', 'Qb6', 'Qd2', 'Qxb4', 'Bb5', 'bxc6', 'Ra4', 'Qxb2', 'Bxc6', 'Re5', 'Bxa8', 'Qb6', 'Bd5', 'Ba6+', 'Nge2', 'Qf2#'];42;e4 e5 Bc4 Nf6 Nc3 Nc6 d3 d5 exd5 Nb4
Rated rapid game;https://lichess.org/HMVSSw9M;2024.06.28;?;Salvaje_Unitario;Ashokkumar_Mari;0-1;1246;1297;;e4 e5 Nf3 Nc6 d4 Nf6 d5 Nb4 Bd2 Nxe4 Qe2 Nxc2+ Kd1 Nxa1 Qxe4 d6 Bb5+ Bd7 Bxd7+ Qxd7 Kc1 f5 Qb4 b5 Nc3 Rb8 Kb1 e4 Nd4 Be7 Kxa1 O-O h3 a6 Qb3 f4 g3 e3 fxe3 fxe3 Bxe3 b4 Ne4 a5 h4 a4 Qd1 a3 b3 h6 Rg1 Qh3 Qc1 Rbe8 Qxc7 Bf6 Nxf6+ Rxf6 Bd2 Re4 Qd8+ Kh7 Ne6 Rf1+ Bc1 Rxg1 Nf8+ Kg8 Ne6+ Kf7 Qd7+ Kf6 Qd8+ Ke5 Qc7 Ree1 Qxg7+ Ke4 Qg6+ Kf3;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'Nf6', 'd5', 'Nb4', 'Bd2', 'Nxe4', 'Qe2', 'Nxc2+', 'Kd1', 'Nxa1', 'Qxe4', 'd6', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Kc1', 'f5', 'Qb4', 'b5', 'Nc3', 'Rb8', 'Kb1', 'e4', 'Nd4', 'Be7', 'Kxa1', 'O-O', 'h3', 'a6', 'Qb3', 'f4', 'g3', 'e3', 'fxe3', 'fxe3', 'Bxe3', 'b4', 'Ne4', 'a5', 'h4', 'a4', 'Qd1', 'a3', 'b3', 'h6', 'Rg1', 'Qh3', 'Qc1', 'Rbe8', 'Qxc7', 'Bf6', 'Nxf6+', 'Rxf6', 'Bd2', 'Re4', 'Qd8+', 'Kh7', 'Ne6', 'Rf1+', 'Bc1', 'Rxg1', 'Nf8+', 'Kg8', 'Ne6+', 'Kf7', 'Qd7+', 'Kf6', 'Qd8+', 'Ke5', 'Qc7', 'Ree1', 'Qxg7+', 'Ke4', 'Qg6+', 'Kf3'];80;e4 e5 Nf3 Nc6 d4 Nf6 d5 Nb4 Bd2 Nxe4
