Evento;Sitio;Fecha;Ronda;Blancas;Negras;Resultado;ELO Blancas;ELO Negras;Apertura;Movimientos;Lista_movimientos;Número de movimientos;Apertura_10_movimientos
Rated rapid game;https://lichess.org/Qz2qsByI;2024.08.08;?;Salvaje_Unitario;Petr_Nefediev;0-1;1269;1249;;e4 d5 e5 f6 Be2 Nc6 Bh5+ g6 Nc3 gxh5 Qxh5+ Kd7 Qg4+ e6 Nxd5 f5 Nf6+ Nxf6 Qa4 Nd5 b3 Nb4 a3 Nxc2+ Kf1 Nxa1 Bb2 Nc2 b4 b5 Qxc2 a5 Qd3+ Ke8 Qxb5 Ba6;['e4', 'd5', 'e5', 'f6', 'Be2', 'Nc6', 'Bh5+', 'g6', 'Nc3', 'gxh5', 'Qxh5+', 'Kd7', 'Qg4+', 'e6', 'Nxd5', 'f5', 'Nf6+', 'Nxf6', 'Qa4', 'Nd5', 'b3', 'Nb4', 'a3', 'Nxc2+', 'Kf1', 'Nxa1', 'Bb2', 'Nc2', 'b4', 'b5', 'Qxc2', 'a5', 'Qd3+', 'Ke8', 'Qxb5', 'Ba6'];36;e4 d5 e5 f6 Be2 Nc6 Bh5+ g6 Nc3 gxh5
Rated rapid game;https://lichess.org/iSMH4Mq7;2024.08.08;?;KnightRider26;Salvaje_Unitario;0-1;1253;1264;;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb3 Bc5 c3 Ng4 O-O Qxg5 d4 Qh4 h3 Bd6 hxg4 Bxg4 f3 exd4 Re1+ Kf8 f4;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'exd5', 'Na5', 'Bb3', 'Bc5', 'c3', 'Ng4', 'O-O', 'Qxg5', 'd4', 'Qh4', 'h3', 'Bd6', 'hxg4', 'Bxg4', 'f3', 'exd4', 'Re1+', 'Kf8', 'f4'];27;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5
Rated rapid game;https://lichess.org/gSRKbEjM;2024.08.07;?;Majidhamze;Salvaje_Unitario;1-0;1266;1269;;d4 Nf6 Bf4 d5 e3 Nc6 Bd3 Nb4 Nf3 Nxd3+ Qxd3 g6 Ne5 Bf5 Qd1 Bg7 O-O O-O Nd2 e6 Ndf3 Ne4 c3 h6 Qb3 b6 Rfe1 g5 Bg3 h5 h4 Nxg3 fxg3 g4 Ng5 Qc8 a4 f6 Nc6 Qe8 Qb4 fxg5 Ne7+ Kh7 hxg5 Bg6 Nxg6 Kxg6 e4 dxe4 Rxe4 Qc6 Rae1 a5 Qe7 Rf1+ Kxf1 Qxe4;['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Nc6', 'Bd3', 'Nb4', 'Nf3', 'Nxd3+', 'Qxd3', 'g6', 'Ne5', 'Bf5', 'Qd1', 'Bg7', 'O-O', 'O-O', 'Nd2', 'e6', 'Ndf3', 'Ne4', 'c3', 'h6', 'Qb3', 'b6', 'Rfe1', 'g5', 'Bg3', 'h5', 'h4', 'Nxg3', 'fxg3', 'g4', 'Ng5', 'Qc8', 'a4', 'f6', 'Nc6', 'Qe8', 'Qb4', 'fxg5', 'Ne7+', 'Kh7', 'hxg5', 'Bg6', 'Nxg6', 'Kxg6', 'e4', 'dxe4', 'Rxe4', 'Qc6', 'Rae1', 'a5', 'Qe7', 'Rf1+', 'Kxf1', 'Qxe4'];58;d4 Nf6 Bf4 d5 e3 Nc6 Bd3 Nb4 Nf3 Nxd3+
Rated rapid game;https://lichess.org/SDDfvoLr;2024.08.07;?;Salvaje_Unitario;marialao;1-0;1263;1287;;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 O-O Nf6 Be3 Bb4 c3 Ba5 b4 Bb6 Na3 d5 exd5 Nxd5 b5 Nxe3 fxe3 Na5 Nxe5 Bxe3+ Kh1 Nxc4 Naxc4 Bg5 Nxf7 Qd5 Qe2+ Be6 Nxh8 O-O-O Ng6 Re8 Rf8 Bf7 Rxe8+ Bxe8 Qxe8+ Bd8 Ne7+ Kb8 Nxd5;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'd3', 'h6', 'O-O', 'Nf6', 'Be3', 'Bb4', 'c3', 'Ba5', 'b4', 'Bb6', 'Na3', 'd5', 'exd5', 'Nxd5', 'b5', 'Nxe3', 'fxe3', 'Na5', 'Nxe5', 'Bxe3+', 'Kh1', 'Nxc4', 'Naxc4', 'Bg5', 'Nxf7', 'Qd5', 'Qe2+', 'Be6', 'Nxh8', 'O-O-O', 'Ng6', 'Re8', 'Rf8', 'Bf7', 'Rxe8+', 'Bxe8', 'Qxe8+', 'Bd8', 'Ne7+', 'Kb8', 'Nxd5'];47;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 O-O Nf6
Rated rapid game;https://lichess.org/omIQK2l5;2024.08.07;?;felix-hoffmann;Salvaje_Unitario;1-0;1251;1269;;d4 Nf6 Nc3 d5 Bf4 Nc6 e3 Bf5 f3 e6 g4 Bg6 h4 Be7 h5 Nxh5 gxh5 Bh4+ Ke2 Bxh5 Kd2 Qf6 Bd3 g5 Bxc7;['d4', 'Nf6', 'Nc3', 'd5', 'Bf4', 'Nc6', 'e3', 'Bf5', 'f3', 'e6', 'g4', 'Bg6', 'h4', 'Be7', 'h5', 'Nxh5', 'gxh5', 'Bh4+', 'Ke2', 'Bxh5', 'Kd2', 'Qf6', 'Bd3', 'g5', 'Bxc7'];25;d4 Nf6 Nc3 d5 Bf4 Nc6 e3 Bf5 f3 e6
Rated rapid game;https://lichess.org/aiwhb78R;2024.08.07;?;Salvaje_Unitario;SheafCL;0-1;1275;1284;;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Nf6 Nc3 O-O Bc4 Re8 f3 Bb4 O-O Bxc3 bxc3 d6 Rb1 b5 Bd5 Nxd5 exd5 Rxe3 Nxc6 Qg5 Rxb5 Bh3 Re1 Qxg2#;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Bc5', 'Be3', 'Nf6', 'Nc3', 'O-O', 'Bc4', 'Re8', 'f3', 'Bb4', 'O-O', 'Bxc3', 'bxc3', 'd6', 'Rb1', 'b5', 'Bd5', 'Nxd5', 'exd5', 'Rxe3', 'Nxc6', 'Qg5', 'Rxb5', 'Bh3', 'Re1', 'Qxg2#'];32;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Nf6
Rated rapid game;https://lichess.org/Mw9NOfkK;2024.08.06;?;witblauw;Salvaje_Unitario;1-0;1247;1281;;d4 Nf6 f4 d5 Nf3 e6 e3 Ne4 Ne5 Be7 c4 Bh4+ g3 Nxg3 hxg3 Bxg3+ Ke2 dxc4 Kf3 Qd5+ Kxg3 Qxh1 Qa4+ c6 Bg2 Qxc1 Nxc6 Qe1+ Kh2 Qh4+ Kg1 Nxc6 Bxc6+ bxc6 Qxc6+ Ke7 Qxa8 Qg3+ Kf1 Qxe3 Qxa7+ Kf6 Nc3 Qxf4+ Ke2 Rd8 Rf1 Rxd4 Rxf4+ Rxf4 Qc7 e5 Qxc8 h5 Nd5+;['d4', 'Nf6', 'f4', 'd5', 'Nf3', 'e6', 'e3', 'Ne4', 'Ne5', 'Be7', 'c4', 'Bh4+', 'g3', 'Nxg3', 'hxg3', 'Bxg3+', 'Ke2', 'dxc4', 'Kf3', 'Qd5+', 'Kxg3', 'Qxh1', 'Qa4+', 'c6', 'Bg2', 'Qxc1', 'Nxc6', 'Qe1+', 'Kh2', 'Qh4+', 'Kg1', 'Nxc6', 'Bxc6+', 'bxc6', 'Qxc6+', 'Ke7', 'Qxa8', 'Qg3+', 'Kf1', 'Qxe3', 'Qxa7+', 'Kf6', 'Nc3', 'Qxf4+', 'Ke2', 'Rd8', 'Rf1', 'Rxd4', 'Rxf4+', 'Rxf4', 'Qc7', 'e5', 'Qxc8', 'h5', 'Nd5+'];55;d4 Nf6 f4 d5 Nf3 e6 e3 Ne4 Ne5 Be7
Rated rapid game;https://lichess.org/w51DGazV;2024.08.05;?;Salvaje_Unitario;funkybob;1-0;1276;1243;;e4 d5 e5 Nc6 Nf3 Bg4 h3 Bxf3 Qxf3 Nxe5 Qg3 Nf6 d4 Nc6 c3 e6 Bb5 Qd7 Na3 O-O-O Bg5 h6 Bf4 Ne4 Qe3 Bd6 c4 Be5 dxe5 a6 Ba4 d4 Qb3 Nc5 Bxc6 Qxc6 Qg3 g5 Bd2 f5 exf6 Ne4 Qe5 Rhf8 Bb4 Rxf6 Be7 Rf5 Qg7 Re8 O-O Qd7 g4 Rf4 f3 Rxe7 Qxh6 e5 fxe4 Rxf1+ Rxf1 b6 Qxg5 d3 Qg8+ Kb7 c5 Qd4+ Rf2 Qxc5 g5 Qd6 Nc4 Qd4 Qd5+ Qxd5 exd5 Kc8 Rd2 e4 d6 Re6 dxc7 Kxc7 h4 e3 Nxe3 Rxe3 Kf2 Re8 Rxd3 Rh8 Rc3+ Kd7 Rc4 Ke7 Rc7+ Ke6 Rc6+ Kf5 Rxb6 Rxh4 Rxa6 Kxg5 a4 Rh2+ Ke3 Rxb2 a5 Rb5 Kd4 Kf5 Kc4 Re5 Kb4 Ke4 Rc6 Re8 a6 Kd5 Kb5 Rb8+ Rb6 Ra8 Rb7 Kd6 Kb6 Kd5 a7 Kd6 Rb8 Rxa7 Kxa7 Kc7 Rb6 Kc8 Ka6 Kc7 Rb1 Kc8 Kb6 Kb8 Rh1 Ka8 Rh8#;['e4', 'd5', 'e5', 'Nc6', 'Nf3', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Nxe5', 'Qg3', 'Nf6', 'd4', 'Nc6', 'c3', 'e6', 'Bb5', 'Qd7', 'Na3', 'O-O-O', 'Bg5', 'h6', 'Bf4', 'Ne4', 'Qe3', 'Bd6', 'c4', 'Be5', 'dxe5', 'a6', 'Ba4', 'd4', 'Qb3', 'Nc5', 'Bxc6', 'Qxc6', 'Qg3', 'g5', 'Bd2', 'f5', 'exf6', 'Ne4', 'Qe5', 'Rhf8', 'Bb4', 'Rxf6', 'Be7', 'Rf5', 'Qg7', 'Re8', 'O-O', 'Qd7', 'g4', 'Rf4', 'f3', 'Rxe7', 'Qxh6', 'e5', 'fxe4', 'Rxf1+', 'Rxf1', 'b6', 'Qxg5', 'd3', 'Qg8+', 'Kb7', 'c5', 'Qd4+', 'Rf2', 'Qxc5', 'g5', 'Qd6', 'Nc4', 'Qd4', 'Qd5+', 'Qxd5', 'exd5', 'Kc8', 'Rd2', 'e4', 'd6', 'Re6', 'dxc7', 'Kxc7', 'h4', 'e3', 'Nxe3', 'Rxe3', 'Kf2', 'Re8', 'Rxd3', 'Rh8', 'Rc3+', 'Kd7', 'Rc4', 'Ke7', 'Rc7+', 'Ke6', 'Rc6+', 'Kf5', 'Rxb6', 'Rxh4', 'Rxa6', 'Kxg5', 'a4', 'Rh2+', 'Ke3', 'Rxb2', 'a5', 'Rb5', 'Kd4', 'Kf5', 'Kc4', 'Re5', 'Kb4', 'Ke4', 'Rc6', 'Re8', 'a6', 'Kd5', 'Kb5', 'Rb8+', 'Rb6', 'Ra8', 'Rb7', 'Kd6', 'Kb6', 'Kd5', 'a7', 'Kd6', 'Rb8', 'Rxa7', 'Kxa7', 'Kc7', 'Rb6', 'Kc8', 'Ka6', 'Kc7', 'Rb1', 'Kc8', 'Kb6', 'Kb8', 'Rh1', 'Ka8', 'Rh8#'];145;e4 d5 e5 Nc6 Nf3 Bg4 h3 Bxf3 Qxf3 Nxe5
Rated rapid game;https://lichess.org/LzJWSEYh;2024.08.05;?;papashark;Salvaje_Unitario;0-1;1334;1269;;e4 e5 Qe2 Nc6 Nc3 Bc5 Na4 Bb4 c3 Ba5 b4 Bb6 Nxb6 axb6 a3 Nf6 d3 O-O Bg5 h6 Bxf6 Qxf6 Qf3 Qxf3 Nxf3 d6 Be2 Bg4 O-O f5 Ra2 fxe4 dxe4 Rad8 h3 Bh5 Bc4+ Kh8 Nh2 Ne7 f3 d5 Be2 d4 c4 d3 Bd1 Ng6 Rff2 Nf4 Ng4 Rfe8 Kh2 Bxg4 hxg4 Kh7 g3 Ng6 Ba4 Rh8 Rad2 Kg8 Rf1 h5 g5 h4 g4 Nf4 Bb3 c5 bxc5 bxc5 a4 b6 Rfd1 g6 Ba2 Rd7 Rb1 Rd6 Rb3 Kg7 Bb1 Rhd8 Ra3 Kf8 a5 bxa5 Rxa5 Ke7 Ra7+ R6d7 Ra6 Rd6 Ra5 Rb8 Ba2 Rdb6 Ra7+ R8b7 Rxb7+ Rxb7 Kg1 Nh3+ Kg2 Nf4+ Kg1 Ne2+ Kf2 Nc3 Ke3 h3 Kxd3 Nxa2 Rxa2 Rb3+ Kc2 Rxf3 Ra1 h2 Ra7+ Ke6 Rh7 Rf2+ Kd1 Rf1+ Ke2 h1=Q Rxh1 Rxh1 Kf3 Rc1 Ke3 Rxc4 Kd3 Rd4+ Ke3 c4 Ke2 c3 Ke3 c2 Ke2 c1=Q Kf2 Rxe4 Kf3 Qe3+ Kg2 Rxg4+ Kf1 Qg1+ Ke2 Qh2+ Kd3 Qh3+ Ke2 Rg2+ Kf1 Qh1#;['e4', 'e5', 'Qe2', 'Nc6', 'Nc3', 'Bc5', 'Na4', 'Bb4', 'c3', 'Ba5', 'b4', 'Bb6', 'Nxb6', 'axb6', 'a3', 'Nf6', 'd3', 'O-O', 'Bg5', 'h6', 'Bxf6', 'Qxf6', 'Qf3', 'Qxf3', 'Nxf3', 'd6', 'Be2', 'Bg4', 'O-O', 'f5', 'Ra2', 'fxe4', 'dxe4', 'Rad8', 'h3', 'Bh5', 'Bc4+', 'Kh8', 'Nh2', 'Ne7', 'f3', 'd5', 'Be2', 'd4', 'c4', 'd3', 'Bd1', 'Ng6', 'Rff2', 'Nf4', 'Ng4', 'Rfe8', 'Kh2', 'Bxg4', 'hxg4', 'Kh7', 'g3', 'Ng6', 'Ba4', 'Rh8', 'Rad2', 'Kg8', 'Rf1', 'h5', 'g5', 'h4', 'g4', 'Nf4', 'Bb3', 'c5', 'bxc5', 'bxc5', 'a4', 'b6', 'Rfd1', 'g6', 'Ba2', 'Rd7', 'Rb1', 'Rd6', 'Rb3', 'Kg7', 'Bb1', 'Rhd8', 'Ra3', 'Kf8', 'a5', 'bxa5', 'Rxa5', 'Ke7', 'Ra7+', 'R6d7', 'Ra6', 'Rd6', 'Ra5', 'Rb8', 'Ba2', 'Rdb6', 'Ra7+', 'R8b7', 'Rxb7+', 'Rxb7', 'Kg1', 'Nh3+', 'Kg2', 'Nf4+', 'Kg1', 'Ne2+', 'Kf2', 'Nc3', 'Ke3', 'h3', 'Kxd3', 'Nxa2', 'Rxa2', 'Rb3+', 'Kc2', 'Rxf3', 'Ra1', 'h2', 'Ra7+', 'Ke6', 'Rh7', 'Rf2+', 'Kd1', 'Rf1+', 'Ke2', 'h1=Q', 'Rxh1', 'Rxh1', 'Kf3', 'Rc1', 'Ke3', 'Rxc4', 'Kd3', 'Rd4+', 'Ke3', 'c4', 'Ke2', 'c3', 'Ke3', 'c2', 'Ke2', 'c1=Q', 'Kf2', 'Rxe4', 'Kf3', 'Qe3+', 'Kg2', 'Rxg4+', 'Kf1', 'Qg1+', 'Ke2', 'Qh2+', 'Kd3', 'Qh3+', 'Ke2', 'Rg2+', 'Kf1', 'Qh1#'];160;e4 e5 Qe2 Nc6 Nc3 Bc5 Na4 Bb4 c3 Ba5
Rated rapid game;https://lichess.org/WdYQiVV4;2024.08.05;?;John_Deuf;Salvaje_Unitario;1-0;1251;1275;;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 Nc3 d5 exd5 cxd5 Bb5+ Bd7 Qe2+ Be7 O-O a6 Bxd7+ Qxd7 Bf4 O-O Rad1 Qc6 Qxe7 d4 Qxc7 Qe4 Nxe4;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Nf6', 'Nxc6', 'bxc6', 'Nc3', 'd5', 'exd5', 'cxd5', 'Bb5+', 'Bd7', 'Qe2+', 'Be7', 'O-O', 'a6', 'Bxd7+', 'Qxd7', 'Bf4', 'O-O', 'Rad1', 'Qc6', 'Qxe7', 'd4', 'Qxc7', 'Qe4', 'Nxe4'];31;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6
Rated rapid game;https://lichess.org/QQPzLw0K;2024.08.05;?;Salvaje_Unitario;VectorLife;1-0;1270;1225;;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Bxd5 Qe7 Bxc6+ bxc6 O-O Bb7 Re1 g6 d4 Bg7 Bh6 Bxh6 Rxe5 c5 Qxb7 Rd8 Rxe7+ Kxe7 Qxc7+ Kf6 Qxc5 Rhe8 Nc3 Rc8 Qxa7 Ra8 Qb6+ Kg7 Nd5 Kh8 g4 Bd2 Qf6+ Kg8 Ne7+ Rxe7 Qxe7 Rf8 h4 Rf7 Qe2 Ba5 h5 g5 c3 h6 b4 Bc7 a4 Kg7 c4 Bd8 a5 Bf6 Qb2 Rd7 a6 Bxd4 Qa2 Bxa1 Qxa1+ Kf7 a7 Rxa7 Qxa7+ Ke6 b5 Kd6 b6 Kc6 b7 Kd6 b8=Q+ Kc6 Qbb6#;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'exd5', 'Nxd5', 'Nxf7', 'Kxf7', 'Qf3+', 'Ke8', 'Bxd5', 'Qe7', 'Bxc6+', 'bxc6', 'O-O', 'Bb7', 'Re1', 'g6', 'd4', 'Bg7', 'Bh6', 'Bxh6', 'Rxe5', 'c5', 'Qxb7', 'Rd8', 'Rxe7+', 'Kxe7', 'Qxc7+', 'Kf6', 'Qxc5', 'Rhe8', 'Nc3', 'Rc8', 'Qxa7', 'Ra8', 'Qb6+', 'Kg7', 'Nd5', 'Kh8', 'g4', 'Bd2', 'Qf6+', 'Kg8', 'Ne7+', 'Rxe7', 'Qxe7', 'Rf8', 'h4', 'Rf7', 'Qe2', 'Ba5', 'h5', 'g5', 'c3', 'h6', 'b4', 'Bc7', 'a4', 'Kg7', 'c4', 'Bd8', 'a5', 'Bf6', 'Qb2', 'Rd7', 'a6', 'Bxd4', 'Qa2', 'Bxa1', 'Qxa1+', 'Kf7', 'a7', 'Rxa7', 'Qxa7+', 'Ke6', 'b5', 'Kd6', 'b6', 'Kc6', 'b7', 'Kd6', 'b8=Q+', 'Kc6', 'Qbb6#'];89;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5
Rated rapid game;https://lichess.org/dNZgHTm3;2024.08.04;?;Salvaje_Unitario;Angel_Banjercito;0-1;1274;1366;;e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d5 exd5 Nxd5 c3 Na5 Bb5+ c6 Ba4 b5 Bb3 Nxb3 axb3 Bg4 c4 Nb4 cxb5 cxb5 h3 Bxf3 Qxf3 O-O Qg4 Qf6 Nc3 a6 Nd5 Nxd5;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'O-O', 'Nf6', 'd3', 'd5', 'exd5', 'Nxd5', 'c3', 'Na5', 'Bb5+', 'c6', 'Ba4', 'b5', 'Bb3', 'Nxb3', 'axb3', 'Bg4', 'c4', 'Nb4', 'cxb5', 'cxb5', 'h3', 'Bxf3', 'Qxf3', 'O-O', 'Qg4', 'Qf6', 'Nc3', 'a6', 'Nd5', 'Nxd5'];36;e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d5
Rated rapid game;https://lichess.org/fHu9MNyU;2024.08.04;?;Salvaje_Unitario;crafter8080;0-1;1280;1236;;e4 e5 Nf3 Nc6 Bc4 Nd4 d3 Nxf3+ Qxf3 Nf6 Bg5 Be7 Nc3 c6 O-O-O d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Qxd7 Rhe1 d4 Ne4 O-O Nxf6+ gxf6 Bh6 Kh8 Re4 Rg8;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nd4', 'd3', 'Nxf3+', 'Qxf3', 'Nf6', 'Bg5', 'Be7', 'Nc3', 'c6', 'O-O-O', 'd5', 'exd5', 'cxd5', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Rhe1', 'd4', 'Ne4', 'O-O', 'Nxf6+', 'gxf6', 'Bh6', 'Kh8', 'Re4', 'Rg8'];32;e4 e5 Nf3 Nc6 Bc4 Nd4 d3 Nxf3+ Qxf3 Nf6
Rated rapid game;https://lichess.org/RnmlJXDf;2024.08.04;?;Williams_Adam;Salvaje_Unitario;1-0;1167;1288;;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Nf6 Nc3 O-O h3 Re8 Qd3 b6 O-O-O Nb4 Qc4 a5 a3 Ba6 Qb3 Nc6 Bxa6 Rxa6 Nxc6 a4 Qc4 Qa8 Bxc5 bxc5 Nb5 Qxc6 Rhe1 h6 Nxc7 Qxc7 Qxa6 Qf4+ Kb1 Nxe4 Qd3 Nxf2 Rxe8#;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Bc5', 'Be3', 'Nf6', 'Nc3', 'O-O', 'h3', 'Re8', 'Qd3', 'b6', 'O-O-O', 'Nb4', 'Qc4', 'a5', 'a3', 'Ba6', 'Qb3', 'Nc6', 'Bxa6', 'Rxa6', 'Nxc6', 'a4', 'Qc4', 'Qa8', 'Bxc5', 'bxc5', 'Nb5', 'Qxc6', 'Rhe1', 'h6', 'Nxc7', 'Qxc7', 'Qxa6', 'Qf4+', 'Kb1', 'Nxe4', 'Qd3', 'Nxf2', 'Rxe8#'];45;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Nf6
Rated rapid game;https://lichess.org/e52byj8v;2024.08.04;?;Salvaje_Unitario;PapoMontanaro;1-0;1282;1280;;e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 O-O d6 b3 Bg4 h3 Bxf3 Qxf3 a6 Bb2 b5 Be2 Nd4 Qd3 Nxe2+ Qxe2 c5 Nd5 Be7 Nxe7 Qxe7 f4 O-O fxe5 dxe5 Rf5 Qd6 Bxe5 Rae8 Bxd6;['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bc4', 'h6', 'O-O', 'd6', 'b3', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'a6', 'Bb2', 'b5', 'Be2', 'Nd4', 'Qd3', 'Nxe2+', 'Qxe2', 'c5', 'Nd5', 'Be7', 'Nxe7', 'Qxe7', 'f4', 'O-O', 'fxe5', 'dxe5', 'Rf5', 'Qd6', 'Bxe5', 'Rae8', 'Bxd6'];37;e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 O-O d6
Rated rapid game;https://lichess.org/N0o7KUV1;2024.08.04;?;Salvaje_Unitario;kingaccelo;0-1;1287;1351;;e4 d6 Nf3 Nf6 Nc3 g6 Bc4 Bg7 Ng5 e6 O-O O-O b3 Nc6 Nb5 a6 Na3 b5 Bd3 e5 h3 Nd4 c3 Ne6 h4 Nf4 Qf3 Bg4 Qe3 h6 Nf3 Bxf3 Qxf3 N6h5 Nc2 Qxh4 g3 Nh3+ Kg2 N3f4+ gxf4 Nxf4+ Kg1 Nh3+ Kg2 Nf4+ Kg1 Nxd3 Qxd3 f5 Ne1 fxe4 Qe3 Rf4 Ng2 Qg4 d4 Raf8 dxe5 Bxe5 f3 Rxf3 Qe2 Rxf1+ Qxf1 Rxf1+ Kxf1 Bxc3 Rb1 Qf3+ Kg1 Bd4+ Be3 Bxe3+;['e4', 'd6', 'Nf3', 'Nf6', 'Nc3', 'g6', 'Bc4', 'Bg7', 'Ng5', 'e6', 'O-O', 'O-O', 'b3', 'Nc6', 'Nb5', 'a6', 'Na3', 'b5', 'Bd3', 'e5', 'h3', 'Nd4', 'c3', 'Ne6', 'h4', 'Nf4', 'Qf3', 'Bg4', 'Qe3', 'h6', 'Nf3', 'Bxf3', 'Qxf3', 'N6h5', 'Nc2', 'Qxh4', 'g3', 'Nh3+', 'Kg2', 'N3f4+', 'gxf4', 'Nxf4+', 'Kg1', 'Nh3+', 'Kg2', 'Nf4+', 'Kg1', 'Nxd3', 'Qxd3', 'f5', 'Ne1', 'fxe4', 'Qe3', 'Rf4', 'Ng2', 'Qg4', 'd4', 'Raf8', 'dxe5', 'Bxe5', 'f3', 'Rxf3', 'Qe2', 'Rxf1+', 'Qxf1', 'Rxf1+', 'Kxf1', 'Bxc3', 'Rb1', 'Qf3+', 'Kg1', 'Bd4+', 'Be3', 'Bxe3+'];74;e4 d6 Nf3 Nf6 Nc3 g6 Bc4 Bg7 Ng5 e6
Rated rapid game;https://lichess.org/OyvVJq5R;2024.08.04;?;Ali_Sh_81_th;Salvaje_Unitario;0-1;1264;1282;;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb3 Nxb3 axb3 Nxd5 Ra5 c6 Qh5 g6 Qf3 Bf5 g4 e4 Qg3 Qxa5;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'exd5', 'Na5', 'Bb3', 'Nxb3', 'axb3', 'Nxd5', 'Ra5', 'c6', 'Qh5', 'g6', 'Qf3', 'Bf5', 'g4', 'e4', 'Qg3', 'Qxa5'];24;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5
Rated rapid game;https://lichess.org/VIBUThxz;2024.08.04;?;Salvaje_Unitario;Biggie-Z;0-1;1287;1288;;e4 e5 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Bc4 Nxc3 bxc3 e4 Nd4 c5 Nb3 Nc6 d4 cxd4 Nxd4 Nxd4 cxd4 Bb4+ Bd2 Qxd4 Bb5+ Bd7 Bxd7+ Qxd7 Bxb4 Qb5 Rb1 Rd8 Qg4 a5 Qxe4+ Kd7 Rd1+ Kc8 Rxd8+ Rxd8 Bd2 Re8 Qxe8+ Qxe8+ Be3 b5 O-O Kb7 Bd2 Qd7 Rd1;['e4', 'e5', 'Nf3', 'Nf6', 'Nc3', 'd5', 'exd5', 'Nxd5', 'Bc4', 'Nxc3', 'bxc3', 'e4', 'Nd4', 'c5', 'Nb3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'Nxd4', 'cxd4', 'Bb4+', 'Bd2', 'Qxd4', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'Bxb4', 'Qb5', 'Rb1', 'Rd8', 'Qg4', 'a5', 'Qxe4+', 'Kd7', 'Rd1+', 'Kc8', 'Rxd8+', 'Rxd8', 'Bd2', 'Re8', 'Qxe8+', 'Qxe8+', 'Be3', 'b5', 'O-O', 'Kb7', 'Bd2', 'Qd7', 'Rd1'];51;e4 e5 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Bc4 Nxc3
